TimeWindow, Subwindow, Flight, RiskCategory, O1, O2
90, 40, Flight6, SELECTEE, 5.863864917689346E-4, -5.863864917689346E-4
90, 40, Flight6, UNKNOWN, 3.416609861816868E-5, -3.416609861816868E-5
90, 40, Flight6, LOWRISK1, 4.606650788616952E-6, -4.606650788616952E-6
90, 40, Flight7, SELECTEE, 2.6230761399191583E-4, -2.6230761399191583E-4
90, 40, Flight7, UNKNOWN, 1.1453364136201046E-5, -1.1453364136201046E-5
90, 40, Flight7, LOWRISK1, -1.9124104409968978E-5, 1.9124104409968978E-5
90, 40, Flight8, SELECTEE, -0.0013625669081686824, 0.0013625669081686824
90, 40, Flight8, UNKNOWN, 4.978173124729268E-5, -4.978173124729268E-5
90, 40, Flight8, LOWRISK1, 6.112304949958252E-6, -6.112304949958252E-6
90, 40, Flight9, SELECTEE, -3.189133509687865E-4, 3.189133509687865E-4
90, 40, Flight9, UNKNOWN, 7.977988199695904E-6, -7.977988199695904E-6
90, 40, Flight9, LOWRISK1, 2.0750706111916197E-5, -2.0750706111916197E-5
90, 40, Flight10, SELECTEE, -0.017829661427186342, 0.017829661427186342
90, 40, Flight10, UNKNOWN, -3.030049366486043E-4, 3.030049366486043E-4
90, 40, Flight10, LOWRISK1, 3.367614544217629E-5, -3.367614544217629E-5
90, 40, Flight11, SELECTEE, 4.261639924089799E-5, -4.261639924089799E-5
90, 40, Flight11, UNKNOWN, -6.019090395916352E-7, 6.019090395916352E-7
90, 40, Flight11, LOWRISK1, -5.223105008947646E-4, 5.223105008947646E-4
90, 40, Flight12, SELECTEE, 7.844690938036978E-4, -7.844690938036978E-4
90, 40, Flight12, UNKNOWN, -5.6588994720143265E-5, 5.6588994720143265E-5
90, 40, Flight12, LOWRISK1, -4.076973904277798E-5, 4.076973904277798E-5
90, 40, Flight13, SELECTEE, 2.658630979335413E-4, -2.658630979335413E-4
90, 40, Flight13, UNKNOWN, -2.832292470646345E-4, 2.832292470646345E-4
90, 40, Flight13, LOWRISK1, 3.119926354377229E-5, -3.119926354377229E-5
90, 40, Flight14, SELECTEE, 2.0808236169034822E-4, -2.0808236169034822E-4
90, 40, Flight14, UNKNOWN, 5.808997459525514E-6, -5.808997459525514E-6
90, 40, Flight14, LOWRISK1, 3.545325789181753E-5, -3.545325789181753E-5
90, 40, Flight15, SELECTEE, -4.3117157056356877E-4, 4.3117157056356877E-4
90, 40, Flight15, UNKNOWN, -1.2284120178568475E-5, 1.2284120178568475E-5
90, 40, Flight15, LOWRISK1, 6.569949977297924E-5, -6.569949977297924E-5
90, 40, Flight16, SELECTEE, 4.580367850352242E-5, -4.580367850352242E-5
90, 40, Flight16, UNKNOWN, 2.101783830473532E-5, -2.101783830473532E-5
90, 40, Flight16, LOWRISK1, -9.888494576286414E-5, 9.888494576286414E-5
90, 40, Flight17, SELECTEE, 2.753535872326405E-5, -2.753535872326405E-5
90, 40, Flight17, UNKNOWN, -3.769453770623032E-5, 3.769453770623032E-5
90, 40, Flight17, LOWRISK1, 4.475257277474826E-5, -4.475257277474826E-5
90, 40, Flight18, SELECTEE, 2.1488365026686566E-4, -2.1488365026686566E-4
90, 40, Flight18, UNKNOWN, 5.699361080892363E-5, -5.699361080892363E-5
90, 40, Flight18, LOWRISK1, 7.084188901777066E-5, -7.084188901777066E-5
90, 40, Flight19, SELECTEE, -0.024775943855679404, 0.024775943855679404
90, 40, Flight19, UNKNOWN, -1.3360218122427034E-5, 1.3360218122427034E-5
90, 40, Flight19, LOWRISK1, 6.030801183555133E-6, -6.030801183555133E-6
90, 40, Flight20, SELECTEE, 6.84273928677381E-5, -6.84273928677381E-5
90, 40, Flight20, UNKNOWN, -5.945681206446923E-5, 5.945681206446923E-5
90, 40, Flight20, LOWRISK1, 1.805736896189638E-6, -1.805736896189638E-6
90, 50, Flight1, SELECTEE, -0.03710750232522548, 0.03710750232522548
90, 50, Flight1, UNKNOWN, -4.995535208395698E-5, 4.995535208395698E-5
90, 50, Flight1, LOWRISK1, -2.766006445055252E-5, 2.766006445055252E-5
90, 50, Flight2, SELECTEE, 3.384215643160184E-4, -3.384215643160184E-4
90, 50, Flight2, UNKNOWN, 2.3326366511802146E-5, -2.3326366511802146E-5
90, 50, Flight2, LOWRISK1, 3.7784357802653855E-5, -3.7784357802653855E-5
90, 50, Flight3, SELECTEE, 2.3534973826282401E-4, -2.3534973826282401E-4
90, 50, Flight3, UNKNOWN, -3.186145546515624E-5, 3.186145546515624E-5
90, 50, Flight3, LOWRISK1, -6.59049578198557E-4, 6.59049578198557E-4
90, 50, Flight4, SELECTEE, 4.852062590871919E-4, -4.852062590871919E-4
90, 50, Flight4, UNKNOWN, 3.2041720984875263E-6, -3.2041720984875263E-6
90, 50, Flight4, LOWRISK1, -2.9653398072660886E-5, 2.9653398072660886E-5
90, 50, Flight5, SELECTEE, -0.024067516960562568, 0.024067516960562568
90, 50, Flight5, UNKNOWN, 3.015138574955989E-6, -3.015138574955989E-6
90, 50, Flight5, LOWRISK1, -1.73085651300682E-5, 1.73085651300682E-5
90, 50, Flight6, SELECTEE, 5.862281481755011E-4, -5.862281481755011E-4
90, 50, Flight6, UNKNOWN, -2.670311611390352E-6, 2.670311611390352E-6
90, 50, Flight6, LOWRISK1, 2.5544037831458453E-5, -2.5544037831458453E-5
90, 50, Flight7, SELECTEE, 2.6231938289148486E-4, -2.6231938289148486E-4
90, 50, Flight7, UNKNOWN, -3.013237114027811E-6, 3.013237114027811E-6
90, 50, Flight7, LOWRISK1, -6.539763228965568E-5, 6.539763228965568E-5
90, 50, Flight8, SELECTEE, -0.0013625669081608579, 0.0013625669081608579
90, 50, Flight8, UNKNOWN, 3.741787893914299E-6, -3.741787893914299E-6
90, 50, Flight8, LOWRISK1, 1.0734099290305892E-5, -1.0734099290305892E-5
90, 50, Flight9, SELECTEE, -3.1307452364293006E-4, 3.1307452364293006E-4
90, 50, Flight9, UNKNOWN, 1.2560188809905407E-6, -1.2560188809905407E-6
90, 50, Flight9, LOWRISK1, -4.6036013022171506E-6, 4.6036013022171506E-6
90, 50, Flight10, SELECTEE, 4.5375396789663723E-4, -4.5375396789663723E-4
90, 50, Flight10, UNKNOWN, 1.9084358788782425E-4, -1.9084358788782425E-4
90, 50, Flight10, LOWRISK1, -4.6561236735069424E-6, 4.6561236735069424E-6
90, 50, Flight11, SELECTEE, 4.152237969526822E-5, -4.152237969526822E-5
90, 50, Flight11, UNKNOWN, -6.744131615134626E-7, 6.744131615134626E-7
90, 50, Flight11, LOWRISK1, -5.560923807905922E-4, 5.560923807905922E-4
90, 50, Flight12, SELECTEE, 7.83562554101847E-4, -7.83562554101847E-4
90, 50, Flight12, UNKNOWN, 1.0737426972153708E-5, -1.0737426972153708E-5
90, 50, Flight12, LOWRISK1, -9.432368077590827E-5, 9.432368077590827E-5
90, 50, Flight13, SELECTEE, 2.6515412980413947E-4, -2.6515412980413947E-4
90, 50, Flight13, UNKNOWN, -3.32958969965575E-6, 3.32958969965575E-6
90, 50, Flight13, LOWRISK1, 1.6438378916097254E-6, -1.6438378916097254E-6
90, 50, Flight14, SELECTEE, 2.105662104893612E-4, -2.105662104893612E-4
90, 50, Flight14, UNKNOWN, -3.325109855516434E-5, 3.325109855516434E-5
90, 50, Flight14, LOWRISK1, 4.623015494432868E-5, -4.623015494432868E-5
90, 50, Flight15, SELECTEE, -4.2845670671025495E-4, 4.2845670671025495E-4
90, 50, Flight15, UNKNOWN, 2.7439880145684757E-5, -2.7439880145684757E-5
90, 50, Flight15, LOWRISK1, 1.1236067222968454E-5, -1.1236067222968454E-5
90, 50, Flight16, SELECTEE, 4.3252231695487264E-5, -4.3252231695487264E-5
90, 50, Flight16, UNKNOWN, -6.984221518284237E-6, 6.984221518284237E-6
90, 50, Flight16, LOWRISK1, -9.328793779370736E-5, 9.328793779370736E-5
90, 50, Flight17, SELECTEE, 2.508293027583207E-5, -2.508293027583207E-5
90, 50, Flight17, UNKNOWN, -6.8842098693089385E-6, 6.8842098693089385E-6
90, 50, Flight17, LOWRISK1, 2.0826302076367274E-5, -2.0826302076367274E-5
90, 50, Flight18, SELECTEE, 2.1139032411252685E-4, -2.1139032411252685E-4
90, 50, Flight18, UNKNOWN, -9.625408886962622E-5, 9.625408886962622E-5
90, 50, Flight18, LOWRISK1, 4.9953414662759276E-5, -4.9953414662759276E-5
90, 50, Flight19, SELECTEE, -3.973456424457877E-4, 3.973456424457877E-4
90, 50, Flight19, UNKNOWN, 9.874900293522346E-7, -9.874900293522346E-7
90, 50, Flight19, LOWRISK1, 7.404486317517218E-5, -7.404486317517218E-5
90, 50, Flight20, SELECTEE, 4.521175604830733E-5, -4.521175604830733E-5
90, 50, Flight20, UNKNOWN, 5.403922168409953E-5, -5.403922168409953E-5
90, 50, Flight20, LOWRISK1, 6.779645028205066E-6, -6.779645028205066E-6
90, 60, Flight1, SELECTEE, -5.398833775682061E-4, 5.398833775682061E-4
90, 60, Flight1, UNKNOWN, -4.861789325601977E-5, 4.861789325601977E-5
90, 60, Flight1, LOWRISK1, 1.6216527722779865E-5, -1.6216527722779865E-5
90, 60, Flight2, SELECTEE, 3.38169210111721E-4, -3.38169210111721E-4
90, 60, Flight2, UNKNOWN, -7.621564940002238E-5, 7.621564940002238E-5
90, 60, Flight2, LOWRISK1, 3.9319160371137215E-5, -3.9319160371137215E-5
90, 60, Flight3, SELECTEE, 2.4047491194307527E-4, -2.4047491194307527E-4
90, 60, Flight3, UNKNOWN, 5.2704877705860935E-5, -5.2704877705860935E-5
90, 60, Flight3, LOWRISK1, -6.867013451790567E-4, 6.867013451790567E-4
90, 60, Flight4, SELECTEE, 4.852062590920857E-4, -4.852062590920857E-4
90, 60, Flight4, UNKNOWN, 2.3674944800314093E-6, -2.3674944800314093E-6
90, 60, Flight4, LOWRISK1, -1.028611415251336E-4, 1.028611415251336E-4
90, 60, Flight5, SELECTEE, 3.136777541317316E-4, -3.136777541317316E-4
90, 60, Flight5, UNKNOWN, 9.572221353936817E-6, -9.572221353936817E-6
90, 60, Flight5, LOWRISK1, -5.121896561961201E-5, 5.121896561961201E-5
90, 60, Flight6, SELECTEE, 5.874652987266811E-4, -5.874652987266811E-4
90, 60, Flight6, UNKNOWN, 3.4743328340834686E-6, -3.4743328340834686E-6
90, 60, Flight6, LOWRISK1, 4.798350409863375E-6, -4.798350409863375E-6
90, 60, Flight7, SELECTEE, 2.615338155227534E-4, -2.615338155227534E-4
90, 60, Flight7, UNKNOWN, 1.3693879428048346E-5, -1.3693879428048346E-5
90, 60, Flight7, LOWRISK1, -4.2567133613264496E-5, 4.2567133613264496E-5
90, 60, Flight8, SELECTEE, -0.0013625669081721277, 0.0013625669081721277
90, 60, Flight8, UNKNOWN, 4.941011508138912E-6, -4.941011508138912E-6
90, 60, Flight8, LOWRISK1, -1.3898360510677758E-5, 1.3898360510677758E-5
90, 60, Flight9, SELECTEE, -3.292940784407345E-4, 3.292940784407345E-4
90, 60, Flight9, UNKNOWN, 3.0463196515630365E-6, -3.0463196515630365E-6
90, 60, Flight9, LOWRISK1, 7.521628561714869E-5, -7.521628561714869E-5
90, 60, Flight10, SELECTEE, 4.5260594695458166E-4, -4.5260594695458166E-4
90, 60, Flight10, UNKNOWN, -3.124059294200715E-4, 3.124059294200715E-4
90, 60, Flight10, LOWRISK1, 2.4179058701491906E-5, -2.4179058701491906E-5
90, 60, Flight11, SELECTEE, 3.65993893999335E-5, -3.65993893999335E-5
90, 60, Flight11, UNKNOWN, 4.459976473493477E-5, -4.459976473493477E-5
90, 60, Flight11, LOWRISK1, -5.54580684777198E-4, 5.54580684777198E-4
90, 60, Flight12, SELECTEE, -0.023594729207242714, 0.023594729207242714
90, 60, Flight12, UNKNOWN, 2.476886322063397E-5, -2.476886322063397E-5
90, 60, Flight12, LOWRISK1, -1.6544117002403493E-5, 1.6544117002403493E-5
90, 60, Flight13, SELECTEE, 2.685471156677193E-4, -2.685471156677193E-4
90, 60, Flight13, UNKNOWN, -3.006087243595562E-4, 3.006087243595562E-4
90, 60, Flight13, LOWRISK1, 4.294088126956157E-5, -4.294088126956157E-5
90, 60, Flight14, SELECTEE, 2.0792411766039755E-4, -2.0792411766039755E-4
90, 60, Flight14, UNKNOWN, 1.4395111384916956E-5, -1.4395111384916956E-5
90, 60, Flight14, LOWRISK1, 3.641898514611979E-5, -3.641898514611979E-5
90, 60, Flight15, SELECTEE, -4.403469044233372E-4, 4.403469044233372E-4
90, 60, Flight15, UNKNOWN, 4.112973022206262E-5, -4.112973022206262E-5
90, 60, Flight15, LOWRISK1, 4.339872943121748E-5, -4.339872943121748E-5
90, 60, Flight16, SELECTEE, 3.872442495758978E-5, -3.872442495758978E-5
90, 60, Flight16, UNKNOWN, 1.1725063463023424E-6, -1.1725063463023424E-6
90, 60, Flight16, LOWRISK1, -3.628217059359906E-5, 3.628217059359906E-5
90, 60, Flight17, SELECTEE, 3.744080343051341E-5, -3.744080343051341E-5
90, 60, Flight17, UNKNOWN, -8.698866025581748E-6, 8.698866025581748E-6
90, 60, Flight17, LOWRISK1, 1.0356971975042118E-5, -1.0356971975042118E-5
90, 60, Flight18, SELECTEE, 2.1228078524085454E-4, -2.1228078524085454E-4
90, 60, Flight18, UNKNOWN, 1.213101026350703E-5, -1.213101026350703E-5
90, 60, Flight18, LOWRISK1, 7.145203708395423E-5, -7.145203708395423E-5
90, 60, Flight19, SELECTEE, -3.987363202921475E-4, 3.987363202921475E-4
90, 60, Flight19, UNKNOWN, -4.393653210502872E-5, 4.393653210502872E-5
90, 60, Flight19, LOWRISK1, 2.0919110917505287E-5, -2.0919110917505287E-5
90, 60, Flight20, SELECTEE, 3.469922762017075E-5, -3.469922762017075E-5
90, 60, Flight20, UNKNOWN, -5.688933244796775E-7, 5.688933244796775E-7
90, 60, Flight20, LOWRISK1, 9.447035071089466E-6, -9.447035071089466E-6
90, 70, Flight1, SELECTEE, -5.39883377561802E-4, 5.39883377561802E-4
90, 70, Flight1, UNKNOWN, -1.5042750968837426E-4, 1.5042750968837426E-4
90, 70, Flight1, LOWRISK1, 1.0883732047387587E-4, -1.0883732047387587E-4
90, 70, Flight2, SELECTEE, 3.517193245642421E-4, -3.517193245642421E-4
90, 70, Flight2, UNKNOWN, -1.2046455765503315E-5, 1.2046455765503315E-5
90, 70, Flight2, LOWRISK1, 2.2237220491946634E-8, -2.2237220491946634E-8
90, 70, Flight3, SELECTEE, 2.7343932033572376E-4, -2.7343932033572376E-4
90, 70, Flight3, UNKNOWN, -3.545590836273598E-5, 3.545590836273598E-5
90, 70, Flight3, LOWRISK1, -0.0012917858694313478, 0.0012917858694313478
90, 70, Flight4, SELECTEE, 4.852062591169961E-4, -4.852062591169961E-4
90, 70, Flight4, UNKNOWN, -3.8035963409925987E-6, 3.8035963409925987E-6
90, 70, Flight4, LOWRISK1, -5.89364453666732E-5, 5.89364453666732E-5
90, 70, Flight5, SELECTEE, 2.9306482602292237E-4, -2.9306482602292237E-4
90, 70, Flight5, UNKNOWN, 1.4748341767150166E-5, -1.4748341767150166E-5
90, 70, Flight5, LOWRISK1, -5.08555057121516E-5, 5.08555057121516E-5
90, 70, Flight6, SELECTEE, 5.77720314446424E-4, -5.77720314446424E-4
90, 70, Flight6, UNKNOWN, 7.874299215704866E-6, -7.874299215704866E-6
90, 70, Flight6, LOWRISK1, 1.832807021688554E-5, -1.832807021688554E-5
90, 70, Flight7, SELECTEE, 2.585976484976832E-4, -2.585976484976832E-4
90, 70, Flight7, UNKNOWN, 2.0259556545695865E-5, -2.0259556545695865E-5
90, 70, Flight7, LOWRISK1, -4.091100268558373E-5, 4.091100268558373E-5
90, 70, Flight8, SELECTEE, -0.037930185855826734, 0.037930185855826734
90, 70, Flight8, UNKNOWN, 2.6181389212231518E-5, -2.6181389212231518E-5
90, 70, Flight8, LOWRISK1, 6.489062143989936E-5, -6.489062143989936E-5
90, 70, Flight9, SELECTEE, -3.28699704295965E-4, 3.28699704295965E-4
90, 70, Flight9, UNKNOWN, 1.703321149621953E-6, -1.703321149621953E-6
90, 70, Flight9, LOWRISK1, 1.6166461306158692E-5, -1.6166461306158692E-5
90, 70, Flight10, SELECTEE, 4.689441802992816E-4, -4.689441802992816E-4
90, 70, Flight10, UNKNOWN, -3.4981677808233394E-4, 3.4981677808233394E-4
90, 70, Flight10, LOWRISK1, 9.192376411249547E-5, -9.192376411249547E-5
90, 70, Flight11, SELECTEE, 3.921362960715396E-5, -3.921362960715396E-5
90, 70, Flight11, UNKNOWN, -1.3584534045742409E-6, 1.3584534045742409E-6
90, 70, Flight11, LOWRISK1, -0.001519046871519, 0.001519046871519
90, 70, Flight12, SELECTEE, 7.836834245279E-4, -7.836834245279E-4
90, 70, Flight12, UNKNOWN, 4.03292077221856E-6, -4.03292077221856E-6
90, 70, Flight12, LOWRISK1, -7.403031424442803E-5, 7.403031424442803E-5
90, 70, Flight13, SELECTEE, 2.664051061869895E-4, -2.664051061869895E-4
90, 70, Flight13, UNKNOWN, -8.952073570925988E-5, 8.952073570925988E-5
90, 70, Flight13, LOWRISK1, 4.7359095372688654E-5, -4.7359095372688654E-5
90, 70, Flight14, SELECTEE, 2.161504378826625E-4, -2.161504378826625E-4
90, 70, Flight14, UNKNOWN, -4.772437630227283E-6, 4.772437630227283E-6
90, 70, Flight14, LOWRISK1, 1.0095745911313395E-6, -1.0095745911313395E-6
90, 70, Flight15, SELECTEE, -4.468129253019457E-4, 4.468129253019457E-4
90, 70, Flight15, UNKNOWN, -2.6006241060055876E-6, 2.6006241060055876E-6
90, 70, Flight15, LOWRISK1, 4.196829334444171E-5, -4.196829334444171E-5
90, 70, Flight16, SELECTEE, 4.16113743836118E-5, -4.16113743836118E-5
90, 70, Flight16, UNKNOWN, 2.9364776273036586E-5, -2.9364776273036586E-5
90, 70, Flight16, LOWRISK1, -7.997347343128308E-5, 7.997347343128308E-5
90, 70, Flight17, SELECTEE, 4.2166801827104085E-5, -4.2166801827104085E-5
90, 70, Flight17, UNKNOWN, 5.136793069702988E-6, -5.136793069702988E-6
90, 70, Flight17, LOWRISK1, 3.227171400594992E-5, -3.227171400594992E-5
90, 70, Flight18, SELECTEE, 2.1636087241887206E-4, -2.1636087241887206E-4
90, 70, Flight18, UNKNOWN, 5.99389434143584E-5, -5.99389434143584E-5
90, 70, Flight18, LOWRISK1, 3.864016502549104E-5, -3.864016502549104E-5
90, 70, Flight19, SELECTEE, -3.892260275728794E-4, 3.892260275728794E-4
90, 70, Flight19, UNKNOWN, -2.2860235357673822E-5, 2.2860235357673822E-5
90, 70, Flight19, LOWRISK1, 6.726424857483957E-5, -6.726424857483957E-5
90, 70, Flight20, SELECTEE, 4.9813215111243995E-5, -4.9813215111243995E-5
90, 70, Flight20, UNKNOWN, 2.236966384574016E-6, -2.236966384574016E-6
90, 70, Flight20, LOWRISK1, 1.4226186383268535E-5, -1.4226186383268535E-5
90, 80, Flight1, SELECTEE, -5.398833775696305E-4, 5.398833775696305E-4
90, 80, Flight1, UNKNOWN, -1.1557756307499397E-4, 1.1557756307499397E-4
90, 80, Flight1, LOWRISK1, -1.526506786834301E-4, 1.526506786834301E-4
90, 80, Flight2, SELECTEE, 3.5139561439894655E-4, -3.5139561439894655E-4
90, 80, Flight2, UNKNOWN, 1.6479767864444575E-6, -1.6479767864444575E-6
90, 80, Flight2, LOWRISK1, 3.584142895546995E-5, -3.584142895546995E-5
90, 80, Flight3, SELECTEE, 2.6639845444824926E-4, -2.6639845444824926E-4
90, 80, Flight3, UNKNOWN, 1.8735669638146978E-5, -1.8735669638146978E-5
90, 80, Flight3, LOWRISK1, -8.417055555706029E-4, 8.417055555706029E-4
90, 80, Flight4, SELECTEE, 4.852062590836308E-4, -4.852062590836308E-4
90, 80, Flight4, UNKNOWN, 1.957840032803025E-5, -1.957840032803025E-5
90, 80, Flight4, LOWRISK1, 1.3404906558499511E-5, -1.3404906558499511E-5
90, 80, Flight5, SELECTEE, 4.2519980859051585E-4, -4.2519980859051585E-4
90, 80, Flight5, UNKNOWN, 9.939385975678601E-8, -9.939385975678601E-8
90, 80, Flight5, LOWRISK1, -1.0306544170932656E-4, 1.0306544170932656E-4
90, 80, Flight6, SELECTEE, 6.601938729915967E-4, -6.601938729915967E-4
90, 80, Flight6, UNKNOWN, -1.3003557216626846E-5, 1.3003557216626846E-5
90, 80, Flight6, LOWRISK1, -3.928398786106817E-5, 3.928398786106817E-5
90, 80, Flight7, SELECTEE, 2.8294150258888033E-4, -2.8294150258888033E-4
90, 80, Flight7, UNKNOWN, -6.052538107016979E-6, 6.052538107016979E-6
90, 80, Flight7, LOWRISK1, -8.405466516664761E-5, 8.405466516664761E-5
90, 80, Flight8, SELECTEE, -0.037930185855826734, 0.037930185855826734
90, 80, Flight8, UNKNOWN, 1.701802158440179E-5, -1.701802158440179E-5
90, 80, Flight8, LOWRISK1, -4.532411586457568E-6, 4.532411586457568E-6
90, 80, Flight9, SELECTEE, -2.0185441187999404E-4, 2.0185441187999404E-4
90, 80, Flight9, UNKNOWN, 1.562812695732826E-5, -1.562812695732826E-5
90, 80, Flight9, LOWRISK1, -7.719288594230826E-6, 7.719288594230826E-6
90, 80, Flight10, SELECTEE, 4.979956002804015E-4, -4.979956002804015E-4
90, 80, Flight10, UNKNOWN, -3.0241385585753005E-4, 3.0241385585753005E-4
90, 80, Flight10, LOWRISK1, 4.529871946226072E-5, -4.529871946226072E-5
90, 80, Flight11, SELECTEE, 5.3319260866326555E-5, -5.3319260866326555E-5
90, 80, Flight11, UNKNOWN, -3.2271717431136346E-5, 3.2271717431136346E-5
90, 80, Flight11, LOWRISK1, -8.915468852574681E-4, 8.915468852574681E-4
90, 80, Flight12, SELECTEE, 7.836834245361257E-4, -7.836834245361257E-4
90, 80, Flight12, UNKNOWN, 2.006328829359618E-5, -2.006328829359618E-5
90, 80, Flight12, LOWRISK1, -1.464413897244618E-4, 1.464413897244618E-4
90, 80, Flight13, SELECTEE, 2.973681657998614E-4, -2.973681657998614E-4
90, 80, Flight13, UNKNOWN, -3.6074669635687706E-4, 3.6074669635687706E-4
90, 80, Flight13, LOWRISK1, 1.2352361059018054E-5, -1.2352361059018054E-5
90, 80, Flight14, SELECTEE, 2.1802207678417603E-4, -2.1802207678417603E-4
90, 80, Flight14, UNKNOWN, 6.030449342062358E-7, -6.030449342062358E-7
90, 80, Flight14, LOWRISK1, 1.589010060624522E-4, -1.589010060624522E-4
90, 80, Flight15, SELECTEE, -4.768314658414417E-4, 4.768314658414417E-4
90, 80, Flight15, UNKNOWN, -1.954561319815743E-6, 1.954561319815743E-6
90, 80, Flight15, LOWRISK1, -1.6912802755901509E-6, 1.6912802755901509E-6
90, 80, Flight16, SELECTEE, 3.7632230060953715E-5, -3.7632230060953715E-5
90, 80, Flight16, UNKNOWN, -1.7119950535147564E-5, 1.7119950535147564E-5
90, 80, Flight16, LOWRISK1, -1.5482921054475876E-4, 1.5482921054475876E-4
90, 80, Flight17, SELECTEE, 4.418442106457558E-5, -4.418442106457558E-5
90, 80, Flight17, UNKNOWN, 8.455380049958055E-6, -8.455380049958055E-6
90, 80, Flight17, LOWRISK1, 2.8343251721773244E-5, -2.8343251721773244E-5
90, 80, Flight18, SELECTEE, 2.748802770317735E-4, -2.748802770317735E-4
90, 80, Flight18, UNKNOWN, -1.3011761483812278E-5, 1.3011761483812278E-5
90, 80, Flight18, LOWRISK1, 2.6021629613534195E-5, -2.6021629613534195E-5
90, 80, Flight19, SELECTEE, -4.3777394033515336E-4, 4.3777394033515336E-4
90, 80, Flight19, UNKNOWN, -9.448116052122019E-6, 9.448116052122019E-6
90, 80, Flight19, LOWRISK1, -1.80867792859722E-5, 1.80867792859722E-5
90, 80, Flight20, SELECTEE, 5.292188418596739E-5, -5.292188418596739E-5
90, 80, Flight20, UNKNOWN, 1.0344912010516195E-5, -1.0344912010516195E-5
90, 80, Flight20, LOWRISK1, 5.923601477966642E-5, -5.923601477966642E-5
100, 0, Flight1, SELECTEE, -0.03648965587210199, 0.03648965587210199
100, 0, Flight1, UNKNOWN, -1.1595375310978146E-5, 1.1595375310978146E-5
100, 0, Flight1, LOWRISK1, -0.0012347849964399692, 0.0012347849964399692
100, 0, Flight2, SELECTEE, -3.01680004831666E-4, 3.01680004831666E-4
100, 0, Flight2, UNKNOWN, -4.39790075725713E-4, 4.39790075725713E-4
100, 0, Flight2, LOWRISK1, -0.0015011864769828391, 0.0015011864769828391
100, 0, Flight3, SELECTEE, -2.517024431754337E-4, 2.517024431754337E-4
100, 0, Flight3, UNKNOWN, -4.595848272125628E-5, 4.595848272125628E-5
100, 0, Flight3, LOWRISK1, 5.527322049189827E-5, -5.527322049189827E-5
100, 0, Flight4, SELECTEE, -0.0028211049382278006, 0.0028211049382278006
100, 0, Flight4, UNKNOWN, -7.128186459531579E-5, 7.128186459531579E-5
100, 0, Flight4, LOWRISK1, -1.3236071988979988E-4, 1.3236071988979988E-4
100, 0, Flight5, SELECTEE, -0.0010222400388421415, 0.0010222400388421415
100, 0, Flight5, UNKNOWN, -2.3507669970218525E-5, 2.3507669970218525E-5
100, 0, Flight5, LOWRISK1, -1.1086112001278024E-4, 1.1086112001278024E-4
100, 0, Flight6, SELECTEE, 2.887803155615834E-4, -2.887803155615834E-4
100, 0, Flight6, UNKNOWN, 1.9982568973063786E-5, -1.9982568973063786E-5
100, 0, Flight6, LOWRISK1, -3.974574251305721E-6, 3.974574251305721E-6
100, 0, Flight7, SELECTEE, -6.426819368381463E-4, 6.426819368381463E-4
100, 0, Flight7, UNKNOWN, 2.38772860787159E-5, -2.38772860787159E-5
100, 0, Flight7, LOWRISK1, -1.2734628204845804E-4, 1.2734628204845804E-4
100, 0, Flight8, SELECTEE, -0.04783164465303042, 0.04783164465303042
100, 0, Flight8, UNKNOWN, 4.168272722808039E-5, -4.168272722808039E-5
100, 0, Flight8, LOWRISK1, -9.612710667409994E-5, 9.612710667409994E-5
100, 0, Flight9, SELECTEE, -2.290490799296571E-4, 2.290490799296571E-4
100, 0, Flight9, UNKNOWN, -2.3548303617628596E-4, 2.3548303617628596E-4
100, 0, Flight9, LOWRISK1, -7.671634533115807E-6, 7.671634533115807E-6
100, 0, Flight10, SELECTEE, 1.9332934366747838E-4, -1.9332934366747838E-4
100, 0, Flight10, UNKNOWN, -1.2450273674456001E-5, 1.2450273674456001E-5
100, 0, Flight10, LOWRISK1, -1.484335631079253E-4, 1.484335631079253E-4
100, 0, Flight11, SELECTEE, 2.523754509571741E-4, -2.523754509571741E-4
100, 0, Flight11, UNKNOWN, -1.7669271918252888E-5, 1.7669271918252888E-5
100, 0, Flight11, LOWRISK1, 5.748770919344652E-5, -5.748770919344652E-5
100, 0, Flight12, SELECTEE, -1.3933612116537862E-4, 1.3933612116537862E-4
100, 0, Flight12, UNKNOWN, 6.023668554950637E-6, -6.023668554950637E-6
100, 0, Flight12, LOWRISK1, 3.37600697522233E-5, -3.37600697522233E-5
100, 0, Flight13, SELECTEE, -5.624222825951185E-4, 5.624222825951185E-4
100, 0, Flight13, UNKNOWN, 4.906320022768405E-6, -4.906320022768405E-6
100, 0, Flight13, LOWRISK1, -0.0015708353356479003, 0.0015708353356479003
100, 0, Flight14, SELECTEE, -6.858476607256417E-4, 6.858476607256417E-4
100, 0, Flight14, UNKNOWN, -1.7178845871317394E-6, 1.7178845871317394E-6
100, 0, Flight14, LOWRISK1, -6.46101930658168E-5, 6.46101930658168E-5
100, 0, Flight15, SELECTEE, -1.8267745454642243E-4, 1.8267745454642243E-4
100, 0, Flight15, UNKNOWN, 4.4561935886400255E-6, -4.4561935886400255E-6
100, 0, Flight15, LOWRISK1, -9.065296873714337E-4, 9.065296873714337E-4
100, 0, Flight16, SELECTEE, -8.26384024930922E-4, 8.26384024930922E-4
